Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Andrew Nembhard,OKL,Over 14.5 PTS+REB,-122,Hit in 4 of his last 4 games vs OKL,100%
Andrew Nembhard,OKL,Over 3.5 Rebounds,104,Hit in 4 of his last 4 games vs OKL,100%
Tyrese Haliburton,OKL,Under 25.5 PTS+AST,-114,Hit in 5 of his last 5 games vs OKL,100%
Tyrese Haliburton,OKL,Under 30.5 PTS+AST+REB,-118,Hit in 5 of his last 5 games vs OKL,100%
Tyrese Haliburton,OKL,Over 0.5 Blocks,-145,Hit in 4 of his last 4 games,100%
T.J. McConnell,OKL,Over 10.5 PTS+AST,-102,Hit in 8 of his last 8 games vs OKL,100%
T.J. McConnell,OKL,Over 6.5 Points,-108,Hit in 8 of his last 8 games vs OKL,100%
T.J. McConnell,OKL,Over 0.5 3PTM,270,Hit in 4 of his last 4 games,100%
Thomas Bryant,OKL,Under 1.5 Rebounds,116,Hit in 4 of his last 4 games vs OKL,100%
Luguentz Dort,IND,Under 1.5 Assists,-220,Hit in 5 of his last 5 games vs IND,100%
Luguentz Dort,IND,Under 1.5 Assists,-220,Hit in 5 of his last 5 games,100%
Jalen Williams,IND,Under 10.5 REB+AST,-108,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 26.5 PTS+AST,-118,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 26.5 PTS+REB,-108,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 32.5 PTS+AST+REB,-128,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 5.5 Rebounds,-118,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 20.5 Points,100,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 1.5 Steals,-186,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 0.5 Blocks,-175,Hit in 5 of his last 5 games vs IND,100%
Cason Wallace,IND,Over 0.5 Blocks,150,Hit in 4 of his last 4 games,100%
Cason Wallace,IND,Over 0.5 Blocks,150,Hit in 6 of his last 6 games vs IND,100%
Shai Gilgeous-Alexander,IND,Over 33.5 Points,-122,Hit in 4 of his last 4 games,100%
Chet Holmgren,IND,Under 9.5 REB+AST,-114,Hit in 6 of his last 6 games,100%
Chet Holmgren,IND,Under 1.5 Assists,-168,Hit in 4 of his last 4 games,100%
Chet Holmgren,IND,Under 7.5 Rebounds,116,Hit in 7 of his last 7 games,100%
T.J. McConnell,OKL,Over 8.5 PTS+REB,-122,Hit in 8 of his last 8 games vs OKL,100%
Alex Caruso,IND,Under 3.5 Rebounds,-138,Hit in 8 of his last 9 games,89%
Andrew Nembhard,OKL,Under 0.5 Blocks,-375,Hit in 7 of his last 8 games,88%
Andrew Nembhard,OKL,Under 0.5 Blocks,-375,Hit in 7 of his last 8 games vs OKL,88%
Myles Turner,OKL,Under 5.5 Rebounds,-108,Hit in 7 of his last 8 games,88%
Pascal Siakam,OKL,Under 7.5 Rebounds,-136,Hit in 7 of his last 8 games,88%
T.J. McConnell,OKL,Over 12.5 PTS+AST+REB,-112,Hit in 7 of his last 8 games vs OKL,88%
Isaiah Joe,IND,Over 2.5 Points,-136,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 9.5 PTS+AST,100,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 11.5 PTS+REB,-114,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 12.5 PTS+AST+REB,-128,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 7.5 Points,-132,Hit in 7 of his last 8 games vs IND,88%
Jalen Williams,IND,Under 0.5 Blocks,-175,Hit in 7 of his last 8 games,88%
T.J. McConnell,OKL,Over 5.5 REB+AST,-132,Hit in 7 of his last 8 home games,88%
Andrew Nembhard,OKL,Under 1.5 Steals,-220,Hit in 6 of his last 7 games vs OKL,86%
Tyrese Haliburton,OKL,Over 1.5 Steals,148,Hit in 6 of his last 7 games,86%
Aaron Nesmith,OKL,Over 0.5 Assists,-200,Hit in 6 of his last 7 home games,86%
Obi Toppin,OKL,Under 1.5 3PTM,-132,Hit in 12 of his last 14 games,86%
Jalen Williams,IND,Under 5.5 Assists,-172,Hit in 6 of his last 7 games,86%
Alex Caruso,IND,Over 5.5 REB+AST,-132,Hit in 6 of his last 7 games vs IND,86%
Alex Caruso,IND,Under 2.5 Assists,-154,Hit in 6 of his last 7 games,86%
Isaiah Hartenstein,IND,Over 8.5 REB+AST,-138,Hit in 6 of his last 7 games vs IND,86%
Bennedict Mathurin,OKL,Over 0.5 Assists,-155,Hit in 17 of his last 20 home games,85%
Isaiah Hartenstein,IND,Over 8.5 PTS+AST,-104,Hit in 17 of his last 20 away games,85%
Isaiah Hartenstein,IND,Over 13.5 PTS+REB,-114,Hit in 17 of his last 20 away games,85%
Aaron Wiggins,IND,Over 6.5 PTS+AST,-130,Hit in 17 of his last 20 away games,85%
Tyrese Haliburton,OKL,Under 22.5 PTS+REB,-130,Hit in 5 of his last 6 games vs OKL,83%
Pascal Siakam,OKL,Under 1.5 3PTM,-205,Hit in 5 of his last 6 games vs OKL,83%
Luguentz Dort,IND,Over 1.5 3PTM,-158,Hit in 5 of his last 6 games vs IND,83%
Jalen Williams,IND,Under 1.5 3PTM,104,Hit in 5 of his last 6 games vs IND,83%
Jalen Williams,IND,Under 1.5 Steals,-186,Hit in 5 of his last 6 games,83%
Alex Caruso,IND,Over 11.5 PTS+AST,-132,Hit in 5 of his last 6 games vs IND,83%
Alex Caruso,IND,Over 13.5 PTS+REB,-102,Hit in 5 of his last 6 games vs IND,83%
Alex Caruso,IND,Over 15.5 PTS+AST+REB,-118,Hit in 5 of his last 6 games vs IND,83%
Alex Caruso,IND,Over 9.5 Points,-114,Hit in 5 of his last 6 games vs IND,83%
Cason Wallace,IND,Under 4.5 REB+AST,-112,Hit in 5 of his last 6 games vs IND,83%
Cason Wallace,IND,Under 1.5 Assists,110,Hit in 5 of his last 6 games vs IND,83%
Aaron Wiggins,IND,Under 8.5 PTS+REB,-132,Hit in 5 of his last 6 games,83%
Aaron Wiggins,IND,Under 9.5 PTS+AST+REB,-136,Hit in 5 of his last 6 games,83%
Shai Gilgeous-Alexander,IND,Over 12.5 REB+AST,-112,Hit in 5 of his last 6 games vs IND,83%
Shai Gilgeous-Alexander,IND,Over 39.5 PTS+REB,-112,Hit in 5 of his last 6 games vs IND,83%
Aaron Wiggins,IND,Under 5.5 Points,-102,Hit in 5 of his last 6 games,83%
Cason Wallace,IND,Over 2.5 Rebounds,-132,Hit in 13 of his last 16 away games,81%
Isaiah Hartenstein,IND,Over 8.5 REB+AST,-138,Hit in 13 of his last 16 away games,81%
Andrew Nembhard,OKL,Under 1.5 3PTM,-188,Hit in 4 of his last 5 games vs OKL,80%
Tyrese Haliburton,OKL,Under 17.5 Points,-125,Hit in 4 of his last 5 games vs OKL,80%
Myles Turner,OKL,Under 15.5 PTS+AST,100,Hit in 4 of his last 5 games,80%
Myles Turner,OKL,Under 20.5 PTS+REB,-122,Hit in 4 of his last 5 games,80%
Pascal Siakam,OKL,Under 3.5 Assists,-174,Hit in 4 of his last 5 games vs OKL,80%
Pascal Siakam,OKL,Over 0.5 Blocks,-115,Hit in 4 of his last 5 games,80%
T.J. McConnell,OKL,Over 12.5 PTS+AST+REB,-112,Hit in 8 of his last 10 home games,80%
Bennedict Mathurin,OKL,Over 2.5 Rebounds,-114,Hit in 4 of his last 5 games vs OKL,80%
Bennedict Mathurin,OKL,Over 8.5 Points,-128,Hit in 4 of his last 5 games vs OKL,80%
Bennedict Mathurin,OKL,Over 12.5 PTS+AST+REB,-112,Hit in 4 of his last 5 games vs OKL,80%
Bennedict Mathurin,OKL,Over 12.5 PTS+AST+REB,-112,Hit in 16 of his last 20 home games,80%
Bennedict Mathurin,OKL,Under 0.5 3PTM,-114,Hit in 8 of his last 10 games,80%
Aaron Nesmith,OKL,Under 5.5 Rebounds,-158,Hit in 4 of his last 5 games,80%
Aaron Nesmith,OKL,Under 5.5 Rebounds,-158,Hit in 4 of his last 5 games vs OKL,80%
Obi Toppin,OKL,Over 5.5 REB+AST,-118,Hit in 4 of his last 5 games vs OKL,80%
